id,id_str,screen_name,location,description,followers_count,friends_count,listedcount,favourites_count,verified,statuses_count,lang,default_profile,default_profile_image,has_extended_profile,bot
27338153,27338153,VerneTroyer,,Before u succeed u must 1st believe,125901,1791,846,1151,TRUE,5252,en,FALSE,FALSE,FALSE,0
347894153,347894153,susan_temple,"New York, NY","Communications at @Reuters, Formerly @Mashable. Proud @HamiltonCollege alum. Opinions are my own.",908,1047,43,1544,FALSE,1639,en,FALSE,FALSE,FALSE,0
729436178,729436178,aerialloos,,rosa.a.aiello@gmail.com,265,238,4,139,FALSE,534,en,FALSE,FALSE,FALSE,0
40082948,40082948,ne3na,,I like cats. I make cakes. I cook. I read books. And I'm ever so slightly neurotic.,193,208,5,851,FALSE,4047,en,FALSE,FALSE,FALSE,0
28538044,28538044,howardhlederer,Las Vegas,Poker Player,33713,37,1934,5,TRUE,768,en,FALSE,FALSE,FALSE,0
268400722,"""268400722""","""DanielSturridge""","""""","""Pro football player for @liverpoolfc @NikeUK athlete @sainsburys http://t.co/35RVuKRaHB Instagram @danielsturridge\nhttp://t.co/e1fVY0GXmv""",1961954,420,4731,879,TRUE,1389,"""en""",TRUE,FALSE,FALSE,0
7.09E+17,"""709181596494991360""","""mathmoreo""","""Hawaii, USA""","""Biological weapon of small scale inconvenience.Rated posts if ever and all around weirdo. Plays online games if you want to play with?""",69,586,7,39359,FALSE,9474,"""en""",FALSE,FALSE,TRUE,0
582454742,582454742,carinahsieh,ig/sc: @carinahsieh,assistant editor @cosmopolitan @snapchat discover | candace bushnell once called me the samantha jones of tinder | carina.hsieh at gmail dot com,9446,1020,129,14328,TRUE,11364,en,FALSE,FALSE,TRUE,0
34776475,34776475,VerticalHorizon,Out There,"Vertical Horizon - Matt Scannell, serial seriousist.",17289,127,481,3432,TRUE,5383,en,FALSE,FALSE,FALSE,0
56889733,56889733,iBridi,br,,405,324,9,1461,FALSE,29930,en,FALSE,FALSE,FALSE,0
14464766,14464766,thelittleidiot,l.a,bald alien. adopted son of john waters. lover of alf & the a.l.f.  #animalrights #littlepine #thesesystemsarefailing #impeachtrump . vegan since 1987,1344610,2006,11357,949,TRUE,11970,en,FALSE,FALSE,FALSE,0
2402171861,2402171861,balof2001,,,278,3370,0,485,FALSE,48,en,TRUE,FALSE,FALSE,0
78431501,78431501,BachusAL06,Washington,"U.S. Congressman, AL-06",8313,2,695,0,TRUE,532,en,TRUE,FALSE,FALSE,0
18228898,18228898,johnlegend,"New York, NY, USA",,9005238,781,22356,5483,TRUE,10714,en,FALSE,FALSE,FALSE,0
16409683,16409683,britneyspears,"Los Angeles, CA",My new album #Glory is out now!,51314111,392225,123643,2358,TRUE,5126,en,FALSE,FALSE,FALSE,0
221985093,221985093,john_mwood,"Lakewood, Colorado","Data science, jazz, and fox shirts.",46,54,0,39,FALSE,194,en,FALSE,FALSE,FALSE,0
74624587,74624587,mickokka,NY,Sr. Director of Satellite Engineering and Operations for Sirius XM Radio,45,146,3,7,FALSE,36,en,FALSE,FALSE,FALSE,0
15661871,15661871,donttrythis,San Francisco,Obsessive maker of things. Editor-in-Chief of https://t.co/5f26Ewejnk. Former co-host of MythBusters.,1336587,512,23711,2208,TRUE,17125,en,FALSE,FALSE,FALSE,0
17977701,17977701,Maestro,"ATL, GA",Grammy Award winner. Music Producer. Digital Content Creator.,25253,152,970,1582,TRUE,36172,en,FALSE,FALSE,FALSE,0
50458769,50458769,isatomazini,,,92,97,3,0,FALSE,1436,en,FALSE,FALSE,FALSE,0
56484267,56484267,fpfaffenm,,,57,150,0,2,FALSE,749,en,FALSE,FALSE,FALSE,0
405202712,405202712,liamdacey,Peripatetic,"I'm an urban dweller who has the beach at heart. When I'm not running promotions or events, you can catch me teaching, at concerts, or, out in the sun.",162,303,4,302,FALSE,435,en,FALSE,FALSE,TRUE,0
7.77E+17,7.77E+17,midlifemason,,"Revolutionary socialist, still young and handsome.",1647,36,7,59,FALSE,107,en,TRUE,FALSE,FALSE,0
28967115,28967115,TonyWasHere___,,I do music and things. BMG/Chrysalis | ALLIES | Eve 6 | @ShowOneApp,5324,184,151,1350,TRUE,2631,en,FALSE,FALSE,TRUE,0
2803191,2803191,intel,"’“T: 37.575291,-122.341831","Intel news, views & events about global tech innovation. Looking for support? Tweet @IntelSupport",4656143,1267,12753,2456,TRUE,11252,en,FALSE,FALSE,FALSE,0
8.27E+17,8.27E+17,hacktheban,"Brooklyn, NY",Matching creatives and technologists with organizations supporting the muslim and immigrant communities. Join us on February 25th Brooklyn @CUNY_CLEAR,482,987,10,731,FALSE,405,en,TRUE,FALSE,TRUE,0
19970359,19970359,Mgroffenberger,"San Francisco, CA","Real American, City dweller, west coast transplant, born in the rust belt, raised in New England",18,346,0,24,FALSE,109,en,TRUE,FALSE,TRUE,0
219471857,219471857,mark_on_task,"Philadelphia, PA",Why not travel the world for three weeks talking about DevOps and Performance Engineering?,2022,690,128,6544,FALSE,5234,en,FALSE,FALSE,FALSE,0
180463340,"""180463340""","""GameOfThrones""","""HBO""","""Tweet what is yours. #GameofThrones\nWatch episodes of #GoT on @HBONOW: https://t.co/xZEkOzQXtt""",4870150,41019,14970,5886,TRUE,57218,"""en""",FALSE,FALSE,TRUE,0
16827333,16827333,souljaboy,"Atlanta, GA",CEO of #SODMG Records | Owner of @sbeezylightsco | bookings: @ceomiamimike,5167871,55,21599,18897,TRUE,118147,en,FALSE,FALSE,TRUE,0
7.38E+17,7.38E+17,Davidcapuano4,,,2,5,0,3,FALSE,6,en,TRUE,FALSE,,0
28054681,28054681,TPAIN,STOICVILLE,new song Dan Bilzerian feat. @LilYachty,1109011,2190,6071,1117,TRUE,19387,en,FALSE,FALSE,FALSE,0
18685286,18685286,katevoegele,"Los Angeles, CA",bohemian soul from the birthplace of rock n roll | sailor mouth | foodie | maximalist | font snob | dreamer | live and die by the smoky eye,198296,562,2685,5106,TRUE,7014,en,FALSE,FALSE,FALSE,0
2856459903,2856459903,VeraGeBa,"MÌ_nchen, Bayern",In recent years I learned a lot a cool stuff I can use for requirements and testing - but my real passion lies in learning and how to improve it! (with tech :)),203,97,20,1218,FALSE,570,de,FALSE,FALSE,FALSE,0
40379517,40379517,NathanPacheco,,"singer, writer, composer, wanna-be basketball player.",6569,608,114,1600,TRUE,1212,en,FALSE,FALSE,FALSE,0
16332522,16332522,MayorSlay,"St. Louis, MO (#STL)","Tweets from the Mayor of St. Louis' personal website. The Mayor's own tweets are signed #fgs, his initials.",66500,2456,1385,223,TRUE,25109,en,FALSE,FALSE,FALSE,0
8.33E+17,8.33E+17,respranabiz,,Please also visit our company Twitter @resprana,7,19,0,16,FALSE,13,en,TRUE,FALSE,FALSE,0
14186926,14186926,stopcontinues,"Brooklyn, NY","Author of superhero urban fantasy and portal-hopping adventures. Futurist, planeswalker, and fan of open culture! Free books at https://t.co/mymeN5r2hV",726,85,8,2580,FALSE,1013,en,FALSE,FALSE,TRUE,0
4255867467,4255867467,philosopherkang,,Chasing erudition. Twitter is my public notepad.,250,523,8,3313,FALSE,596,en,FALSE,FALSE,FALSE,0
14872237,14872237,realmadrid,"Madrid, Spain","Cuenta oficial del Real Madrid C.F., ENGLISH @realmadriden, FRAN‰AIS @realmadridfra, _______ @realmadridarab, ___ @realmadridjapan.",22527443,52,39873,21,TRUE,55709,es,FALSE,FALSE,FALSE,0
25215221,25215221,PepeAguilar,Buscando,Hago mÌ¼sica y shows. (lo Ì¼ltimo...dentro y fuera del escenario),1683151,754,5079,297,TRUE,33056,es,FALSE,FALSE,FALSE,0
62902439,62902439,ReggieBush,"Los Angeles, CA",I can do all things through Christ who strengthens me,3159194,408,14976,13,TRUE,5701,en,FALSE,FALSE,FALSE,0
14260960,14260960,JustinTrudeau,Papineau,Account run by the 23rd Prime Minister of Canada and staff‰Û_ Compte gÌ©rÌ© par le 23e premier ministre du Canada et personnel.,2985240,956,10273,62,TRUE,13677,en,FALSE,FALSE,FALSE,0
20265966,20265966,Stroke9,Goin Ham 2016 4Life ,Band. Backpacks. Beers.,96486,572,530,2104,TRUE,3385,en,FALSE,FALSE,FALSE,0
3030922321,3030922321,DJ44,"Washington, D.C.","U.S. Chief Data Scientist, OSTP.  This is an archive of an Obama Administration account, maintained by the National Archives and Records Administration (NARA).",35169,718,715,2907,TRUE,3764,en,TRUE,FALSE,FALSE,0
813286,813286,BarackObama,"Washington, DC","Dad, husband, President, citizen.",85681083,630949,222411,10,TRUE,15439,en,FALSE,FALSE,TRUE,0
38669096,38669096,Janea00,"Newark, DE",ä_,124,160,1,11,FALSE,542,en,FALSE,FALSE,FALSE,0
21323673,21323673,EmilyOsment,,Young & Hungry season 5 starts Monday March 13th on Freeform.,3660670,279,16081,1816,TRUE,7446,en,FALSE,FALSE,FALSE,0
50374439,50374439,tomhanks,Los Angeles,"I'm that actor in some of the movies you liked and some you didn't. Sometimes I'm in pretty good shape, other times I'm not. Hey, you gotta live, you know?",12790920,24,46994,0,TRUE,763,en,FALSE,FALSE,FALSE,0
236901430,236901430,krishnasaini16,"PilÛni, India","i m calm, jolly person.................who has no matter what the other have.....but it matters for me why i don't have",12,161,0,8,FALSE,269,en,FALSE,FALSE,TRUE,0
2259439379,2259439379,WendiannaJonez,,"Mom, Mimi, Navair BFM, tree hugger.",7,55,0,0,FALSE,19,en,TRUE,FALSE,FALSE,0
3183805537,3183805537,KCucchia,"New Jersey, USA",Accept college student ID card payments online or in-store exactly like credit cards @CampusCredit Coming soon to a campus near l_l,645,652,15,598,FALSE,359,en,TRUE,FALSE,TRUE,0
427036400,427036400,LarsLuv,San Francisco,@Glidesf (7 years). A round investor: @Gigster @Teespring-@Zenefits @Imgur-@Altschool. @With.in Accepted $3.6B offer for labor of luv; SuccessFactors. GP a16z,13992,1211,557,246,FALSE,1109,en,FALSE,FALSE,FALSE,0
19278408,19278408,LiquidNewsroom,"Munich, Bavaria","Curated media & journalism news. LIVE Tweets, no bot |  Steffen Konrath https://t.co/1tl2IUcbOs |  IMPRESSUM https://t.co/dkfqQkPJza",164514,57213,5246,2273,FALSE,60041,en,FALSE,FALSE,FALSE,0
2480079168,2480079168,SavedYouAClick,,Don't click on that.,234332,357,2475,3788,FALSE,4840,en,TRUE,FALSE,FALSE,0
61374526,61374526,taychilders,"Brooklyn, NY",design dame by day ~ type slayer by night,386,539,24,1851,FALSE,4672,en,FALSE,FALSE,TRUE,0
14817982,14817982,AubreyODay,with my fur children.  ,White Lightning: https://t.co/2pa6U2H6FK Tender Green Life: https://t.co/n7rVF7tYJ3        Remix Album: https://t.co/3Oa4GNg8CU Aubreybooking@gmail.com,803334,9226,4170,2529,TRUE,33583,en,FALSE,FALSE,FALSE,0
2513859613,2513859613,GenerateACat,,Yet another procedural cat generating bot. FOLLOW and TWEET AT ME to generate a cat! Generator by @mousefountain. Consciousness by @bzgeb.,2833,6,97,0,FALSE,11889,en,TRUE,FALSE,FALSE,0
29952857,29952857,MsLaurenLondon,In My Skin. Out My Mind. ,"What lies behind us, and what lies before us are small matters compared to what lies within us. - Ralph Waldo Emerson http://t.co/SaZiji5LVi",2605029,171,7284,1,TRUE,3818,en,FALSE,FALSE,FALSE,0
55151551,55151551,abhishek_shetty,Jamshedpur,"Cricket fanatic, WWE fan, wannabe coder who is currently trapped in Jamshedpur",537,390,7,139,FALSE,4150,en,FALSE,FALSE,TRUE,0
50062315,50062315,jeslyncat,"NYC via OK, ok?","""Too much television watching got me chasing dreams."" /// I make lists at LittleThings!",353,227,18,5897,FALSE,8010,en,FALSE,FALSE,FALSE,0
248168058,248168058,busaao,Brasil,"quer ir no Planeta Terra e í± tem ingressos? o onibus mudou, mas suas chances continuam as mesmas.Siga o novo busí£o: http://t.co/0kD9W9ocdA",179,684,0,0,FALSE,1421,en,TRUE,FALSE,FALSE,0
166739404,166739404,EmmaWatson,,Actor & @UN_Women Global Goodwill Ambassador. Facebook: EmmaWatson Instagram: EmmaWatson Goodreads: OurSharedShelf,24022023,353,45710,1007,TRUE,1566,en,FALSE,FALSE,FALSE,0
2883078087,2883078087,Olivia73520999,,Chinese girl in Seattle,13,130,0,0,FALSE,8,en,TRUE,FALSE,FALSE,0
23004495,23004495,amaditalks,A Hostile Culture,"Comfort the afflicted, afflict the comfortable and don't be a freeloader. https://t.co/RlAadNp080",14709,2975,603,1422,FALSE,340788,en,FALSE,FALSE,FALSE,0
101798589,101798589,Maisie_Williams,,https://t.co/vHxZ3fFu6S,1568426,828,5667,1670,TRUE,3017,en,FALSE,FALSE,FALSE,0
751067894,751067894,gaGunNarang,India,"Breathe,Eat,Sleep Shooting|Olympic,World Championship,WorldCup,Asian,CommonWealth Medallist,Padmashri,Khel Ratna,Arjuna Awardee|Photographer|Foodie|Mentor",51782,587,80,1021,TRUE,435,en,TRUE,FALSE,FALSE,0
17998052,17998052,Eve6,"Los Angeles, CA",https://t.co/4p5lMa6faA @maxcollinsmusic @tonyfyeah @jonsiebels,19306,33,428,1576,TRUE,1587,en,FALSE,FALSE,FALSE,0
4327416868,4327416868,naveen_kondam,,,16,137,0,2,FALSE,3,en,TRUE,FALSE,FALSE,0
77525682,77525682,arthchan2003,"Cambridge, US","principal speech architect at Voci, ex-maintainer of cmusphinx, practitioner of speech recognition, machine/deep learning, blogger of The Grand Janitor Blog ?",3273,3296,0,34,FALSE,3374,en,TRUE,FALSE,,0
55117855,55117855,amyschumer,nyc,On tour - tickets on-sale here: https://t.co/u2LfstdCwR,4520644,2041,12661,13280,TRUE,9362,en,FALSE,FALSE,FALSE,0
295218901,295218901,VitalikButerin,Toronto,See https://t.co/iBNSW4KCSO,45601,138,1303,1218,TRUE,2516,en,TRUE,FALSE,TRUE,0
1223518938,1223518938,TalhaSabri1,"Boston, MA",Disruptive Tech |Social Entrepreneurism #Empathy #Impact #Innovation #Resilience  #Tolerance,217,1207,15,333,FALSE,918,en,FALSE,FALSE,FALSE,0
263167906,263167906,Global_Derivs,Global,"Global Derivatives #Trading & #Risk Management is at the helm of the #quant #finance industry, curating cutting edge research, interviews and opinions. #GDerivs",956,406,91,288,FALSE,2317,en,FALSE,FALSE,FALSE,0
21447363,21447363,katyperry,,Artist. Activist. Conscious.,96321564,203,142370,4272,TRUE,7837,en,FALSE,FALSE,TRUE,0
432481458,432481458,kfusion13,Bengaluru,"For someone who Hardly tweets, how does my Bio matter :D",88,259,0,3,FALSE,12,en,FALSE,FALSE,FALSE,0
888010524,888010524,lucascanto96,um simples aníÇnimo lol,rio grande do sul-brasil http://t.co/h8ZQtbKHwR,365,1751,1,24,FALSE,13618,pt,FALSE,FALSE,FALSE,0
17483104,17483104,Lionel_Messi,Barcelona,"It's all about Leo, Non official Lionel Messi Newsstream, NOT affilaite with lionel Messi, Just for Fans and real Fans",903862,8,1159,1,FALSE,21057,en,FALSE,FALSE,FALSE,0
14425825,14425825,jerrytrainor,Los Angeles,Soon to be rediscovered.,1569900,81,2516,4,TRUE,1153,en,FALSE,FALSE,FALSE,0
80677679,80677679,nasnog,Going beyond...,http://t.co/rn21deoPKI,128,133,2,0,FALSE,1969,en,FALSE,FALSE,FALSE,0
30113280,30113280,fishtale13,"New York Metro, USA","NJEMT & #NREMT Former Bond Trader/NYC Sales Manager/Fixed Income Specialist, For PWJC & UBS. Husband, Dad, Grand-Pa, Outdoorsman and of course a fisherman.",1059,3599,254,1150,FALSE,17857,en,FALSE,FALSE,TRUE,0
2750248354,2750248354,TWWiFi,"New York, NY",#Tech company #connecting New Yorkers with Free #WiFi in #NYC underground #subway stations. Follow @TransitWireless for updates on wireless service!,1806,1146,46,1671,FALSE,2597,en,FALSE,FALSE,FALSE,0
30912657,30912657,Im_Just_Chloe,New York City,Official Twitter Account for Chloe Lowery,6964,322,121,2030,TRUE,5099,en,FALSE,FALSE,FALSE,0
196994616,196994616,eucopresident,EU,"Twitter channel of Donald Tusk, President of the European Council. Managed by the media team.",464418,373,6406,43,TRUE,4906,en,FALSE,FALSE,FALSE,0
257336165,257336165,JayKimLaFlare,"East Lansing, MI",all hustle no luck #MSU,206,295,0,1506,FALSE,13562,en,FALSE,FALSE,TRUE,0
33946296,33946296,shannonleetweed,USA/CANADA,@NickTSimmons @sophietsimmons @genesimmons @genesdoggeorge #imstillwithher,348713,976,3308,1762,TRUE,32693,en,FALSE,FALSE,TRUE,0
36704352,36704352,LizGillies,NY / LA ,,2916050,440,4830,3195,TRUE,10546,en,FALSE,FALSE,FALSE,0
71201743,71201743,imVkohli,,"The Official twitter account of Virat Kohli, Indian cricketer,gamer,car lover,loves soccer and an enthusiast",14316643,44,6377,45,TRUE,1080,en,FALSE,FALSE,TRUE,0
470094658,"""470094658""","""MarkBoardmanArt""","""""","""Freelance illustrator, heavy metal listener. Represented by @Meiklejohn_""",2028,615,49,95,FALSE,942,"""en""",FALSE,FALSE,FALSE,0
7.77E+17,7.77E+17,AnkurMa10500490,Bhiwadi Rajasthan,,10,106,0,6,FALSE,10,en,TRUE,FALSE,TRUE,0
18123507,18123507,Phillyfreezer,PHILLY!!,FreeWill April 29Th‰Û_•ü,189143,4853,1378,207,TRUE,31170,en,FALSE,FALSE,FALSE,0
1260361130,1260361130,adropboxspace,,Mostly following curmudgeon-y finance types who dont work in finance. Canadian guy traipsing through Machine Learning like a blind clown through a mine field.,137,843,22,11395,FALSE,3361,en,TRUE,FALSE,FALSE,0
124396017,124396017,lucidbluedream,,,43,8,0,1,FALSE,403,ko,TRUE,FALSE,FALSE,0
259925559,259925559,DjokerNole,,"Laugh as long as you breathe, love as long as you live!",6962978,724,16620,524,TRUE,2357,en,FALSE,FALSE,FALSE,0
105850230,105850230,Enrique_alv,Campinas,,44,67,0,0,FALSE,954,en,TRUE,FALSE,FALSE,0
42282273,42282273,guillermomayuri,Lima,DirComConnected /AlwaysOn/,132,538,0,25,FALSE,25,es,TRUE,FALSE,FALSE,0
15476570,15476570,azuzephre,Los Angeles County,https://t.co/iIaCHwWybn,5390,58,147,145,TRUE,2222,en,FALSE,FALSE,FALSE,0
55553949,55553949,LeeNguyen24,,#NERevs #USMNT #TeamAdidas #Nguyening Instagram: LeeNguyen24,17342,276,471,1143,TRUE,6038,en,FALSE,FALSE,FALSE,0
46252298,46252298,Nicole_Murphy,LA/NYC ,For booking info visit my websitehttp://www.nicolemurphydesigns.com /follow me on IG Nikimurphy,175233,791,953,41,TRUE,18087,en,FALSE,FALSE,FALSE,0
1449904334,1449904334,ProjectSeagrass,Global,"Advancing the conservation of seagrass through education, influence, research and action. Directors: @RJlilley, @ZosteraR, @BoardshortsBen and @LCullenUnsworth.",6696,5379,172,756,FALSE,5688,en,FALSE,FALSE,FALSE,0
68014976,68014976,_lusantiago,,,90,62,1,68,FALSE,5453,en,FALSE,FALSE,FALSE,0
16548023,16548023,9GAG,Universe,9GAG is the best content platform for millennials Š—¢ Share your content with our 150M global audience Š—¢ email creation@9gag.com Š—¢ https://t.co/aMQ9pLLhWB,8740007,9,9992,1127,TRUE,36200,en,FALSE,FALSE,FALSE,0
53386869,53386869,Xavier_Drummer,,"Just trying to follow THE MASTER LEADER JESUS, it's not easy, but I know what wait for me in the end of the road and I got so thrilled for that!",28,80,0,2,FALSE,225,pt,FALSE,FALSE,FALSE,0
1005957259,1005957259,aayucrazy,"San Francisco, CA","Proud son and brother. Obsessive thinker and growth hacker. Auto, tech and sports enthusiast. Harboring a serious crush on guacamole since '07.",38,431,0,12,FALSE,16,en,FALSE,FALSE,FALSE,0
24340604,24340604,AnnieDuke,,"Mom of four amazing kids, professional speaker and decision strategist. World Series of Poker bracelet winner and author of four books on poker.",47159,363,2260,485,TRUE,13111,en,FALSE,FALSE,FALSE,0
7.85E+17,7.85E+17,RealJamesMc1960,"California, USA",Supporting Trump for a Better Future for the next Generation.,10,69,2,9,FALSE,1074,en,TRUE,TRUE,TRUE,0
78408666,78408666,DeptVetAffairs,"Washington, D.C.",Official Twitter feed of the U.S. Department of Veterans Affairs. Following a Twitter user does not signify VA endorsement.,475342,875,4104,945,TRUE,18352,en,FALSE,FALSE,FALSE,0
485101276,485101276,RitterCarolyn,,Director of Public Affairs & Events at the NYU Stern School of Business,32,30,2,11,FALSE,12,en,TRUE,FALSE,FALSE,0
1025087364,1025087364,GrasslandsMusic,"Swindon, England","Ecologist, botanist, nature conservationist, musician, model-maker, writer, photographer, but mostly an ecologist.",301,786,10,561,FALSE,1814,en,FALSE,FALSE,FALSE,0
7.11E+17,7.11E+17,sai88848,,,24,85,0,11,FALSE,7,en,TRUE,TRUE,FALSE,0
44196397,44196397,elonmusk,1 AU,"Tesla, SpaceX, Tunnels & OpenAI",7725360,40,33874,386,TRUE,2710,en,FALSE,FALSE,FALSE,0
2935614385,2935614385,arjitsingh2454,,,8674,50,8,47,FALSE,354,en,TRUE,FALSE,FALSE,0
53807788,53807788,bisping,,You know who I am and what I do.,374816,1090,2651,7960,TRUE,22667,en,FALSE,FALSE,FALSE,0
605896630,605896630,spiderblogg,Portugal,"Hi. I'm Andrí© Marques, Brazilian. I'm 21 and I am part of Aracnofí£, a Brazilian website about Spider-Man.",743,1555,1,357,FALSE,2410,en,FALSE,FALSE,FALSE,0
22462180,22462180,itstayloryall,,an insecure guy who tries to play guitar in paramore. likes musical equipment. likes the titans. likes pt cruisers. probably won't tweet a lot.,175303,12,4762,0,TRUE,25,en,FALSE,FALSE,FALSE,0
18863815,18863815,coldplay,Harveytown,"New album, A Head Full Of Dreams, out now worldwide. #AHFODtour runs through 2017. Spanish language account: @coldplay_es",19282828,1508,47922,814,TRUE,6416,en,FALSE,FALSE,FALSE,0
25110374,25110374,UncleRUSH,,"Download my free app, #MeditationMadeSimple in the Apple App Store and GooglePlay Store today.",4689644,957,16655,7016,TRUE,66208,en,FALSE,FALSE,FALSE,0
405427035,405427035,ArvindKejriwal,India,Political revolution in India has begun. Bharat jaldi badlega. Arvind Kejriwal.,10648215,178,5353,168,TRUE,19489,en,TRUE,FALSE,FALSE,0
19800452,19800452,ArmandTweets,"Los Angeles, CA","Producer @Buzzfeed STSF, previously @Mashable. Cat enthusiast, @marvel fanboy, master emojifier, new to LA but a New Yorker at heart. Snapchat: amv1011",10599,2788,123,270098,TRUE,6111,en,FALSE,FALSE,TRUE,0
85603854,85603854,JLo,"Bronx, NY","#ShadesOfBlue Returns March 5th On NBC, #WorldOfDance Coming This Spring On NBC, #ByeByeBirdieLive! Next Winter On NBC, #JLoVegas: https://t.co/Vr9yBT9OHp",40307926,1734,53687,6375,TRUE,10480,en,FALSE,FALSE,TRUE,0
34999173,34999173,OfficialSisQo,"Baltimore, MD",#DruHill20th  #LastDragon,67748,2194,683,1619,TRUE,4756,en,FALSE,FALSE,FALSE,0
68433206,68433206,mattdusk,Toronto Ontario Canada ,"Jazz Singer, Crooner, Almost Dancer... Old school music is my game.",709357,25237,2495,1448,TRUE,6625,en,FALSE,FALSE,FALSE,0
197897455,197897455,MattGrosack,"Miami, FL","Interested in all things autonomy, drones, self-driving - tennis nut - fan of good food/libation - opinions only and not meant as legal advice",228,335,29,73,FALSE,697,en,FALSE,FALSE,,0
27335600,27335600,stuholden,pr@stuholden.com,@FoxSoccer TV Soccer Analyst & Host _Ù__ New Show #SpeakResponsibly link in bio,458212,710,4944,4586,TRUE,7554,en,FALSE,FALSE,FALSE,0
242359772,242359772,Ljimenez09,yonker ny,,151,437,0,96,FALSE,810,en,FALSE,FALSE,TRUE,0
38180018,38180018,Erik_Seidel,,,76975,197,2119,4131,TRUE,1743,en,FALSE,FALSE,FALSE,0
19926675,19926675,RepKevinBrady,"The Woodlands, Texas",Dad. Husband. Chairman of @WaysandMeansGOP. Deputy Whip. Loves: Baseball and Texas.,23611,706,1331,1345,TRUE,9842,en,FALSE,FALSE,FALSE,0
19675870,19675870,jaysean,"London, UK",Jay Sean. Singer/Songwriter. Sony Music.,1475745,2372,8017,1616,TRUE,17002,en,FALSE,FALSE,FALSE,0
331821111,331821111,geoffreyamoore,Silicon Valley,"Author, speaker, advisor, best known for Crossing the Chasm. Venture partner at MDV & Wildcat Venture Partners. Chairman emeritus Chasm Group & Chasm Institute",10100,31,567,897,FALSE,2090,en,TRUE,FALSE,FALSE,0
720840916,720840916,htp_Disordia,,,89,64,3,164,FALSE,249,en,TRUE,FALSE,FALSE,0
60464803,60464803,EderFranco_Gt,Bem longe - Brasil,Who am I?,61,66,0,0,FALSE,255,en,FALSE,FALSE,FALSE,0
19516074,19516074,LizHernandez,Los Angeles ,Access Hollywood / Creator of @wordaful / Booking Inquiries: mecia@rebel-one.net,96801,310,895,23,TRUE,25003,en,FALSE,FALSE,FALSE,0
816952,816952,RhiannonSL,"Boston, MA","artist, designer, new media producer & lateral thinker focused on the convergence of creativity, community, social good & the future. @SingularityU #GSP12 grad",4126,4721,372,1959,FALSE,8386,en,FALSE,FALSE,FALSE,0
82282572,82282572,AlecJRoss,"Maryland, USA",Author of New York Times Bestseller THE INDUSTRIES OF THE FUTURE,368069,620,4277,7263,TRUE,13659,en,FALSE,FALSE,FALSE,0
20796069,20796069,jensstoltenberg,NATO Secretary General,,416856,35568,2920,1215,TRUE,3013,en,FALSE,FALSE,FALSE,0
1111940934,1111940934,davidplouffe,Washington DC,"President, CZI Policy and Advocacy. Board member, Uber, Rubicon Global and Obama Foundation. Husband, father, Philly sports fan",141730,582,2386,24,TRUE,1281,en,TRUE,FALSE,FALSE,0
2326707374,2326707374,scifiwords,,,43,269,0,2,FALSE,27,en,TRUE,FALSE,FALSE,0
76966092,76966092,johnrampton,"Palo Alto, CA",Entrepreneur and connector. Founder of @Due I blog about my successes and epic failures for @Entrepreneur @TechCrunch and @Mashable #fintech,1359462,978964,7101,11517,TRUE,16099,en,FALSE,FALSE,FALSE,0
23375688,23375688,selenagomez,Los Angeles ,"Get 'It Ain't Me' with Kygo, out now on Apple Music: https://t.co/PgO6dUrJRi and Spotify: https://t.co/F6yokJcjE6",46472564,1272,133825,135,TRUE,4200,en,FALSE,FALSE,FALSE,0
135839250,135839250,MominaMustehsan,New York | Islamabad,Engineer. Mathematician. Musician.,94472,66,62,336,TRUE,857,en,FALSE,FALSE,FALSE,0
1140450697,1140450697,the_underquoted,Earth,Quoting those too often overlooked. Tweet a hashtag @the_underquoted to see if any quotes match that word. Tweets one unsolicited quote a day.,24,17,0,0,FALSE,3064,en,FALSE,FALSE,FALSE,0
21046818,21046818,jpmontoya,Miami,"Verizon Team Penske driver. Race winner in F1, Indycar, NASCAR, CART,  and Grand-AM.",1182355,272,9485,2498,TRUE,9677,en,FALSE,FALSE,FALSE,0
7.09E+17,7.09E+17,HemaVM,,"Neurobiologist, Artist",266,1090,18,553,FALSE,379,en-gb,TRUE,FALSE,FALSE,0
8.23E+17,8.23E+17,AnuKumarPatel1,Nepal,Simple boy,7,68,0,8,FALSE,15,en,TRUE,FALSE,TRUE,0
8.41E+17,8.41E+17,kerianngala,"Pittsburgh, PA","So in love with Jesus ? Married to the love of my life @jeffhgala, Traveler, Executive Assistant @lifestonepgh, Grad Student, TX-PA ?",46,70,2,205,FALSE,173,en,FALSE,FALSE,,0
15187837,15187837,ysaraf,San Francisco,Search Engineer,1738,255,21,1880,FALSE,2120,en,TRUE,FALSE,FALSE,0
230425391,230425391,habibrkhan,Time is the best MASTER....,Watch my show DOWNTOWN DUBAI & see happenings in Dubai every Wednesday 8:30 Pm UAE TIME & 9:30 Pm PST only on KAY2 channel. Call me live 00971-6-530-3822,411,2060,0,115,FALSE,250,en,FALSE,FALSE,TRUE,0
16998020,16998020,lilyallen,,Ever since I can remember I been poppin' ma collar.,5917438,1419,26370,1365,TRUE,19002,en,FALSE,FALSE,TRUE,0
6480682,6480682,azizansari,"New York, NY",Pasta lover. I don't tweet much. My new Netflix series Master of None is now streaming on Netflix. I wrote a book called Modern Romance.,11003417,0,31469,423,TRUE,7628,en,FALSE,FALSE,FALSE,0
